Tiempo_s,r_l,u
2188.194,11.4808101654053,69.9000015258789
2188.421,11.4792156219482,69.9000015258789
2188.647,11.4824056625366,69.9000015258789
2188.874,11.7280349731445,69.9000015258789
2189.1,11.7455806732178,69.9000015258789
2189.327,11.4808101654053,69.9000015258789
2189.554,11.7009201049805,69.9000015258789
2189.781,11.4792156219482,69.9000015258789
2190.008,11.6977300643921,69.9000015258789
2190.236,11.4776201248169,69.9000015258789
2190.463,11.4808101654053,69.9000015258789
2190.689,11.4808101654053,12.1000003814697
2190.915,2.37176513671875,12.1000003814697
2191.142,2.25054502487183,12.1000003814697
2191.369,2.37973999977112,12.1000003814697
2191.596,2.37495493888855,12.1000003814697
2191.823,2.37176513671875,12.1000003814697
2192.05,2.37336015701294,12.1000003814697
2192.276,2.36857509613037,12.1000003814697
2192.503,2.37017011642456,12.1000003814697
2192.73,2.37495493888855,12.1000003814697
2192.957,2.37336015701294,12.1000003814697
2193.184,2.37336015701294,12.1000003814697
2193.411,2.37336015701294,12.1000003814697
2193.638,2.37495493888855,12.1000003814697
2193.865,2.37654995918274,12.1000003814697
2194.091,2.37495493888855,12.1000003814697
2194.318,2.33826994895935,12.1000003814697
2194.546,2.33986496925354,12.1000003814697
2194.773,2.37176513671875,12.1000003814697
2195.001,2.37176513671875,12.1000003814697
2195.228,2.37336015701294,12.1000003814697
2195.456,2.35581517219543,12.1000003814697
2195.683,2.37495493888855,12.1000003814697
2195.91,2.36857509613037,12.1000003814697
2196.138,2.3271050453186,12.1000003814697
2196.364,2.37336015701294,12.1000003814697
2196.591,2.37176513671875,12.1000003814697
2196.818,2.37176513671875,12.1000003814697
2197.045,2.37495493888855,12.1000003814697
2197.272,2.37495493888855,12.1000003814697
2197.498,2.36857509613037,12.1000003814697
2197.725,2.37176513671875,12.1000003814697
2197.951,2.37495493888855,12.1000003814697
2198.178,2.36698007583618,12.1000003814697
2198.405,2.37176513671875,12.1000003814697
2198.632,2.35740995407104,12.1000003814697
2198.859,2.38133502006531,12.1000003814697
2199.085,15.2147054672241,93
2199.312,15.2178955078125,93
2199.539,15.2178955078125,93
2199.765,15.2163000106812,93
2199.993,15.2147054672241,93
2200.22,15.2689352035522,93
2200.446,15.2689352035522,93
2200.674,15.2163000106812,93
2200.901,15.2147054672241,93
2201.128,15.2131099700928,93
2201.354,15.2673406600952,93
2201.581,15.2147054672241,93
2201.807,15.2178955078125,93
2202.033,15.2163000106812,93
2202.259,15.2147054672241,93
2202.486,15.2163000106812,93
2202.712,15.2258701324463,93
2202.939,15.2147054672241,93
2203.166,15.2147054672241,93
2203.394,10.6593856811523,64.8000030517578
2203.621,10.656195640564,64.8000030517578
2203.848,10.9193706512451,64.8000030517578
2204.075,10.657790184021,64.8000030517578
2204.301,10.657790184021,64.8000030517578
2204.528,10.9193706512451,64.8000030517578
2204.755,10.6546001434326,64.8000030517578
2204.982,10.9193706512451,64.8000030517578
2205.209,10.657790184021,64.8000030517578
2205.437,10.9066104888916,64.8000030517578
2205.664,10.9193706512451,64.8000030517578
2205.892,10.6593856811523,64.8000030517578
2206.118,10.9193706512451,64.8000030517578
2206.345,10.6625757217407,64.8000030517578
2206.572,10.9193706512451,64.8000030517578
2206.799,10.6609802246094,64.8000030517578
2207.026,10.9193706512451,64.8000030517578
2207.253,10.6593856811523,64.8000030517578
2207.48,10.9177751541138,52.4000015258789
2207.707,8.64649486541748,52.4000015258789
2207.934,8.90328979492188,52.4000015258789
2208.16,8.90169525146484,52.4000015258789
2208.386,8.90169525146484,52.4000015258789
2208.613,8.64649486541748,52.4000015258789
2208.839,8.64490032196045,52.4000015258789
2209.066,8.86501026153564,52.4000015258789
2209.293,8.64649486541748,5.40000009536743
2209.52,1.28557002544403,5.40000009536743
2209.747,1.29514002799988,5.40000009536743
2209.973,1.29354500770569,5.40000009536743
2210.2,1.29354500770569,5.40000009536743
2210.427,1.29514002799988,5.40000009536743
2210.654,1.29354500770569,5.40000009536743
2210.881,1.29354500770569,5.40000009536743
2211.108,1.2919499874115,5.40000009536743
2211.335,1.29354500770569,5.40000009536743
2211.562,1.29514002799988,5.40000009536743
2211.788,1.29514002799988,5.40000009536743
2212.015,1.29354500770569,5.40000009536743
2212.241,1.2903550863266,5.40000009536743
2212.468,1.29514002799988,5.40000009536743
2212.695,1.29354500770569,5.40000009536743
2212.923,1.29514002799988,5.40000009536743
2213.151,1.29514002799988,5.40000009536743
2213.378,1.29354500770569,5.40000009536743
2213.606,1.29354500770569,5.40000009536743
2213.833,1.29514002799988,5.40000009536743
2214.06,1.29514002799988,5.40000009536743
2214.287,1.29514002799988,5.40000009536743
2214.515,1.29514002799988,5.40000009536743
2214.742,1.29514002799988,45.4000015258789
2214.97,7.51085519790649,45.4000015258789
2215.197,7.51404523849487,45.4000015258789
2215.424,7.77084016799927,45.4000015258789
2215.651,7.51404523849487,45.4000015258789
2215.878,7.77084016799927,45.4000015258789
2216.105,7.57465505599976,45.4000015258789
2216.332,7.77243518829346,45.4000015258789
2216.559,7.50607013702393,45.4000015258789
2216.787,7.77084016799927,45.4000015258789
2217.014,7.77084016799927,45.4000015258789
2217.241,7.5092601776123,45.4000015258789
2217.468,7.73734521865845,45.4000015258789
2217.695,7.77243518829346,45.4000015258789
2217.922,7.77084016799927,45.4000015258789
2218.149,7.50447511672974,45.4000015258789
2218.377,7.77084016799927,45.4000015258789
2218.604,7.75967502593994,45.4000015258789
2218.831,7.51723527908325,45.4000015258789
2219.058,7.73575019836426,45.4000015258789
2219.285,7.6049599647522,45.4000015258789
2219.512,7.77084016799927,45.4000015258789
2219.739,7.76924514770508,45.4000015258789
2219.967,7.76924514770508,45.4000015258789
2220.194,7.71182537078857,45.4000015258789
2220.421,7.77084016799927,45.4000015258789
2220.648,7.77243518829346,45.4000015258789
2220.875,7.51245021820068,45.4000015258789
2221.102,7.7086353302002,45.4000015258789
2221.329,7.50607013702393,45.4000015258789
2221.555,7.51404523849487,45.4000015258789
2221.782,7.77084016799927,45.4000015258789
2222.009,7.50447511672974,45.4000015258789
2222.235,7.50607013702393,45.4000015258789
2222.462,7.69747018814087,45.4000015258789
2222.689,7.50447511672974,45.4000015258789
2222.916,7.73575019836426,45.4000015258789
2223.144,7.51085519790649,45.4000015258789
2223.371,7.51085519790649,45.4000015258789
2223.597,7.54275512695312,45.4000015258789
2223.824,5.29699516296387,27.7000007629395
2224.051,4.78500032424927,27.7000007629395
2224.278,4.89505529403687,27.7000007629395
2224.505,4.89984035491943,27.7000007629395
2224.732,4.86315488815308,27.7000007629395
2224.959,4.8743200302124,27.7000007629395
2225.186,4.90302991867065,27.7000007629395
2225.413,4.84401512145996,27.7000007629395
2225.641,15.7570056915283,96.3000030517578
2225.868,15.7538156509399,96.3000030517578
2226.095,15.7586002349854,96.3000030517578
2226.322,15.7745504379272,96.3000030517578
2226.549,15.7570056915283,96.3000030517578
2226.776,15.7538156509399,96.3000030517578
2227.003,15.7570056915283,96.3000030517578
2227.23,15.7586002349854,96.3000030517578
2227.458,15.755410194397,96.3000030517578
2227.685,7.46779012680054,44.9000015258789
2227.912,7.68630504608154,44.9000015258789
2228.139,7.53478002548218,45.5999984741211
2228.367,7.79476499557495,45.5999984741211
2228.594,7.79955005645752,45.5999984741211
2228.821,7.53956508636475,45.5999984741211
2229.048,7.80114507675171,45.5999984741211
2229.275,7.57465505599976,45.5999984741211
2229.503,7.80114507675171,45.5999984741211
2229.73,7.80433511734009,45.5999984741211
2229.957,7.53956508636475,45.5999984741211
2230.184,6.36405038833618,36.7000007629395
2230.41,6.36405038833618,36.7000007629395
2230.638,6.09928035736084,36.7000007629395
2230.865,6.2364501953125,36.7000007629395
2231.092,6.36245536804199,36.7000007629395
2231.318,6.33214998245239,36.7000007629395
2231.545,6.14713001251221,36.7000007629395
2231.772,6.35767030715942,36.7000007629395
2231.999,6.11682510375977,36.7000007629395
2232.227,6.3608603477478,36.7000007629395
2232.454,6.36245536804199,36.7000007629395
2232.681,6.21252536773682,36.7000007629395
2232.908,6.36245536804199,36.7000007629395
2233.135,6.1997652053833,36.7000007629395
2233.362,6.36245536804199,36.7000007629395
2233.59,6.09928035736084,36.7000007629395
2233.818,6.09928035736084,36.7000007629395
2234.045,6.24123525619507,36.7000007629395
2234.271,6.26356506347656,36.7000007629395
2234.498,6.26835012435913,36.7000007629395
2234.725,6.32098531723022,36.7000007629395
2234.952,6.36405038833618,36.7000007629395
2235.179,6.2731351852417,36.7000007629395
2235.406,6.35288524627686,36.7000007629395
2235.633,6.17105531692505,36.7000007629395
2235.86,6.36405038833618,36.7000007629395
2236.086,6.36245536804199,36.7000007629395
2236.314,6.09768533706665,36.7000007629395
2236.542,6.09768533706665,36.7000007629395
2236.769,6.17902994155884,36.7000007629395
2236.996,6.36245536804199,36.7000007629395
2237.223,6.17743492126465,76.0999984741211
2237.45,12.7153406143188,76.0999984741211
2237.677,12.4824705123901,76.0999984741211
2237.905,12.5989055633545,76.0999984741211
2238.131,12.4808750152588,76.0999984741211
2238.359,12.543080329895,76.0999984741211
2238.585,12.4824705123901,76.0999984741211
2238.812,12.6627054214478,76.0999984741211
2239.038,12.6292104721069,76.0999984741211
2239.265,12.4808750152588,76.0999984741211
2239.492,12.7185306549072,76.0999984741211
2239.719,12.4808750152588,76.0999984741211
2239.945,12.4824705123901,76.0999984741211
2240.172,12.7137451171875,76.0999984741211
2240.399,12.4824705123901,76.0999984741211
2240.627,12.5733852386475,76.0999984741211
2240.855,12.5670051574707,76.0999984741211
2241.081,12.4856605529785,76.0999984741211
2241.308,12.6515407562256,76.0999984741211
2241.535,12.4792804718018,76.0999984741211
2241.762,12.6324005126953,76.0999984741211
2241.988,12.6196403503418,76.0999984741211
2242.214,12.7121505737305,76.0999984741211
2242.442,12.4824705123901,76.0999984741211
2242.669,12.4808750152588,76.0999984741211
2242.897,12.5717906951904,22.5
2243.124,4.06406021118164,22.5
2243.351,4.04172992706299,22.5
2243.578,4.06406021118164,22.5
2243.805,4.04332494735718,22.5
2244.032,4.02259016036987,22.5
2244.259,4.0178050994873,77.4000015258789
2244.486,12.8014707565308,77.4000015258789
2244.713,12.7998752593994,77.4000015258789
2244.94,12.9290704727173,77.4000015258789
2245.166,12.9115257263184,77.4000015258789
2245.394,12.6946048736572,77.4000015258789
2245.62,12.88440990448,14.3000001907349
2245.847,2.73223495483398,14.3000001907349
2246.074,2.72904515266418,14.3000001907349
2246.3,2.71947503089905,14.3000001907349
2246.528,2.71947503089905,14.3000001907349
2246.754,2.58230495452881,14.3000001907349
2246.981,2.73064017295837,14.3000001907349
2247.208,2.72904515266418,14.3000001907349
2247.436,2.72107005119324,14.3000001907349
2247.663,2.73064017295837,14.3000001907349
2247.889,2.73223495483398,14.3000001907349
2248.116,2.73223495483398,14.3000001907349
2248.343,2.73223495483398,14.3000001907349
2248.57,2.73064017295837,14.3000001907349
2248.797,2.72904515266418,14.3000001907349
2249.024,2.73223495483398,14.3000001907349
2249.251,2.72904515266418,14.3000001907349
2249.478,2.73064017295837,14.3000001907349
2249.705,2.73223495483398,14.3000001907349
2249.932,2.69714498519897,14.3000001907349
2250.158,2.73223495483398,14.3000001907349
2250.385,2.72904515266418,14.3000001907349
2250.613,2.72745013237,14.3000001907349
2250.84,2.73064017295837,14.3000001907349
2251.067,2.72904515266418,14.3000001907349
2251.294,2.73064017295837,14.3000001907349
2251.521,2.73382997512817,14.3000001907349
2251.748,2.73223495483398,14.3000001907349
2251.975,2.73223495483398,14.3000001907349
2252.202,2.73223495483398,14.3000001907349
2252.429,2.73382997512817,14.3000001907349
2252.656,2.72904515266418,14.3000001907349
2252.884,2.72107005119324,14.3000001907349
2253.111,2.73064017295837,14.3000001907349
2253.338,2.73223495483398,14.3000001907349
2253.565,2.72745013237,14.3000001907349
2253.793,2.72904515266418,14.3000001907349
2254.021,2.73064017295837,14.3000001907349
2254.248,15.0743455886841,92.0999984741211
2254.475,15.0727500915527,92.0999984741211
2254.703,4.62390518188477,26
2254.929,4.5967903137207,26
2255.156,4.62231016159058,26
2255.383,4.55532026290894,26
2255.61,4.62390518188477,26
2255.836,4.62231016159058,26
2256.064,4.44686031341553,26
2256.291,4.5297999382019,26
2256.517,4.56967496871948,26
2256.744,4.62231016159058,26
2256.971,4.62390518188477,26
2257.198,4.62231016159058,26
2257.425,5.73562002182007,34
2257.652,5.91904497146606,34
2257.879,5.8185601234436,34
2258.107,5.91904497146606,34
2258.334,5.9142599105835,34
2258.561,5.76432991027832,34
2258.788,5.9078803062439,34
2259.015,5.74359512329102,34
2259.242,5.92063999176025,34
2259.47,5.6574649810791,34
2259.697,5.76432991027832,34
2259.924,5.91904497146606,34
2260.151,5.87279033660889,34
2260.378,5.88555002212524,34
2260.605,5.70691013336182,34
2260.833,5.91904497146606,34
2261.059,5.76273536682129,34
2261.286,5.91904497146606,34
2261.513,5.76273536682129,34
2261.74,5.91904497146606,34
2261.967,5.70850515365601,34
2262.194,5.91744995117188,34
2262.421,5.79623031616211,34
2262.649,5.91904497146606,34
2262.877,5.91904497146606,34
2263.104,5.92063999176025,34
2263.331,5.81696510314941,34
2263.558,5.90947532653809,34
2263.785,5.70531511306763,34
2264.012,5.91904497146606,34
2264.239,5.79623031616211,34
2264.467,5.91904497146606,34
2264.694,5.91904497146606,34
2264.921,5.78825521469116,34
2265.148,5.91904497146606,34
2265.375,5.78985023498535,34
2265.602,5.88714504241943,34
2265.829,5.73242998123169,34
2266.056,5.91744995117188,34
2266.283,5.82175016403198,34
2266.51,5.91904497146606,34
2266.737,5.79144525527954,34
2266.964,5.91904497146606,34
2267.191,5.73881006240845,34
2267.418,5.91904497146606,34
2267.645,5.79942035675049,34
2267.872,5.91904497146606,34
2268.098,5.88395500183105,34
2268.326,5.6574649810791,34
2268.553,5.87598037719727,34
2268.78,5.9142599105835,8.19999980926514
2269.007,1.74173998832703,8.19999980926514
2269.234,1.74333500862122,8.19999980926514
2269.46,1.74493002891541,8.19999980926514
2269.687,1.74173998832703,8.19999980926514
2269.915,1.74333500862122,8.19999980926514
2270.143,1.74333500862122,8.19999980926514
2270.37,1.74173998832703,8.19999980926514
2270.597,1.74173998832703,8.19999980926514
2270.825,1.74333500862122,8.19999980926514
2271.052,1.74493002891541,8.19999980926514
2271.279,1.74173998832703,8.19999980926514
2271.505,1.74173998832703,8.19999980926514
2271.732,1.74333500862122,8.19999980926514
2271.96,1.74333500862122,8.19999980926514
2272.187,1.74493002891541,8.19999980926514
2272.415,1.74652504920959,8.19999980926514
2272.643,1.74493002891541,8.19999980926514
2272.87,1.74333500862122,8.19999980926514
2273.097,1.74173998832703,8.19999980926514
2273.323,1.74333500862122,8.19999980926514
2273.55,1.74333500862122,8.19999980926514
2273.777,1.74493002891541,8.19999980926514
2274.003,1.74173998832703,8.19999980926514
2274.23,1.73057508468628,8.19999980926514
2274.457,1.74333500862122,8.19999980926514
2274.683,1.74173998832703,8.19999980926514
2274.91,1.74333500862122,8.19999980926514
2275.137,1.74333500862122,8.19999980926514
2275.364,1.74173998832703,8.19999980926514
2275.591,1.74173998832703,8.19999980926514
2275.817,1.74173998832703,8.19999980926514
2276.043,1.74173998832703,8.19999980926514
2276.271,1.74493002891541,8.19999980926514
2276.498,1.74173998832703,8.19999980926514
2276.724,1.74333500862122,8.19999980926514
2276.95,1.67475008964539,8.19999980926514
2277.176,1.74493002891541,8.19999980926514
2277.404,11.9545249938965,72.8000030517578
2277.631,11.9545249938965,72.8000030517578
2277.858,12.1427354812622,72.8000030517578
2278.084,12.1395454406738,72.8000030517578
2278.31,12.176230430603,72.8000030517578
2278.537,11.9497404098511,72.8000030517578
2278.764,12.1347599029541,72.8000030517578
2278.992,11.9513349533081,72.8000030517578
2279.218,12.1363554000854,72.8000030517578
2279.446,11.9497404098511,72.8000030517578
2279.674,11.9529304504395,72.8000030517578
2279.901,11.9545249938965,72.8000030517578
2280.129,12.0821256637573,72.8000030517578
2280.356,12.2065353393555,72.8000030517578
2280.583,11.9513349533081,72.8000030517578
2280.809,11.9497404098511,72.8000030517578
2281.035,11.9529304504395,72.8000030517578
2281.262,11.9497404098511,72.8000030517578
2281.489,11.9513349533081,72.8000030517578
2281.715,11.9497404098511,72.8000030517578
2281.942,12.2161054611206,72.8000030517578
2282.169,11.9481449127197,72.8000030517578
2282.396,12.1682548522949,72.8000030517578
2282.624,15.9500007629395,98.5999984741211
2282.85,15.9500007629395,98.5999984741211
2283.077,15.9500007629395,98.5999984741211
2283.304,15.9500007629395,98.5999984741211
2283.531,15.9500007629395,98.5999984741211
2283.758,15.9500007629395,98.5999984741211
2283.984,15.9500007629395,98.5999984741211
2284.211,15.9500007629395,98.5999984741211
2284.437,15.9500007629395,98.5999984741211
2284.664,15.9500007629395,98.5999984741211
2284.89,15.9500007629395,30.2999992370605
2285.117,5.21086502075195,30.2999992370605
2285.344,5.32091999053955,30.2999992370605
2285.571,5.15504026412964,30.2999992370605
2285.797,5.21246004104614,30.2999992370605
2286.024,5.32570505142212,30.2999992370605
2286.251,5.23797988891602,30.2999992370605
2286.478,5.32091999053955,30.2999992370605
2286.704,5.32411003112793,30.2999992370605
2286.931,5.18534517288208,30.2999992370605
2287.159,5.32251501083374,30.2999992370605
2287.386,5.07529020309448,30.2999992370605
2287.613,5.32091999053955,30.2999992370605
2287.84,5.32570505142212,30.2999992370605
2288.066,5.32411003112793,30.2999992370605
2288.293,5.27307033538818,30.2999992370605
2288.521,5.32411003112793,30.2999992370605
2288.748,5.32091999053955,30.2999992370605
2288.974,5.32411003112793,30.2999992370605
2289.201,5.32411003112793,30.2999992370605
2289.429,5.32411003112793,30.2999992370605
2289.656,5.32411003112793,30.2999992370605
2289.883,5.15982532501221,30.2999992370605
2290.109,5.21246004104614,30.2999992370605
2290.336,5.3129448890686,30.2999992370605
